url,title,ts,热点随笔,热点新闻,作者
https://www.cnblogs.com/cmt/p/16729749.html,上周热点回顾（9.19-9.25）,2022-09-26 09:15,"['前端必读2.0：如何在React 中使用SpreadJS导入和导出 Excel 文件', '前端必读：如何在 JavaScript 中使用SpreadJS导入和导出 Excel 文件', '前端必读3.0：如何在 Angular 中使用SpreadJS实现导入和导出 Excel 文件', '我面试的人成了我的领导，我该不该离职？', '.NET 7 来了！！！', '[开源福利] FreeRedis 历时两年正式发布 v1.0 [C#.NET Redis Client]', '单标签实现复杂的棋盘布局', '.NET 6 EFCore WebApi 使用 JMeter 进行吞吐量测试', '使用 Win2D 实现融合效果', '.NET 6当中的Web API版本控制', '.NET Core Web APi类库如何内嵌运行？', '万星开源项目强势回归「GitHub 热点速览 v.22.38」']","['央媒不点名批评顺丰：于情不顾、于理不合、于法不容', '被「羊了个羊」逼疯后，鹅厂程序员怒而自制「必通关版」', '被清华“挖墙脚”的云南小伙，他的快乐你想象不到！', '接手了一座年收入2000万美元的代码“屎山”，我到底是该重写还是该跳槽？', '挖矿时代终结！海量矿卡流入闲鱼，等等党黎明将至？', '用于VS Code的Edge开发工具扩展太棒了，因此我放弃了Chrome', '40 岁程序员会有哪些肺腑之言？这篇文章告诉你', '世界目前最快电动机造出', '狂肝10个月手搓GPU，他们在《我的世界》里玩起《我的世界》', '无人机盖房子登Nature封面！半小时盖2米，未来可上火星', '深度deepin开源自研编程语言：Unilang', 'Java 19 正式发布，七大特性齐发，最常用的还是 Java 11！']","['葡萄城技术团队', '葡萄城技术团队', '葡萄城技术团队', '张飞洪[厦门]', '一事冇诚', 'FreeSql', 'ChokCoco', '秋荷雨翔', 'dino.c', '张飞洪[厦门]', 'Jeffcky', '削微寒']"
https://www.cnblogs.com/cmt/p/16706860.html,上周热点回顾（9.12-9.18）,2022-09-19 10:31,"['如何写成高性能的代码（一）：巧用Canvas绘制电子表格', '里程碑！用自己的编程语言实现了一个网站', '放弃 Electron，拥抱 WebView2！JavaScript 快速开发独立 EXE 程序', '.NET 7 RC1 正式发布', '开源即时通讯GGTalk 8.0发布，增加Linux客户端，支持在统信UOS、银河麒麟上运行！', 'ORM增删改查并发性能测试2', '[设计模式] 静态代理居然能解决这种问题，我惊讶了！', '模糊查询如何按匹配度排序？', '新时代布局新特性 -- 容器查询', 'c#中容易被忽视的foreach', '今天不写代码，聊聊热门的知识图谱', '跨语言调用C#代码的新方式-DllExport']","['微信动不动就几十GB UP主深扒：同一个文件居然存10份', '坚持23年后，他关闭了自行托管的email，向大厂认输了', '今年3400多家芯片公司消失，半导体投资放缓｜硅基世界', 'Adobe豪掷200亿美元收购Figma，开发者却将其骂上了“热搜”', '失败驱动开发', '11年膨胀了575倍，手机App安装包为什么越来越大？', '“荡气回肠”！UCLA蒋陈凡夫万字长文回顾：从转系生到终身教授', '互联网人，新时代宫女太监', '国内首次实现液体火箭动力的重复使用', '人到中年，疯狂学技能', '.NET 7 RC1 发布，生产可用的候选版本', '李彦宏十年千亿豪赌后，百度AI快熬出头了？']","['葡萄城技术团队', 'crossoverJie', 'aardio', '张善友', 'C#开源即时通讯GGTalk', '秋荷雨翔', 'FreeSql', '苏三说技术', 'ChokCoco', 'micDavid', '码农参上', 'InCerry']"
https://www.cnblogs.com/cmt/p/16685636.html,上周热点回顾（9.5-9.11）,2022-09-12 10:32,"['没有二十年功力，写不出Thread.sleep(0)这一行“看似无用”的代码！', '内卷时代下的前端技术-使用JavaScript在浏览器中生成PDF文档', '终于实现了一门属于自己的编程语言', 'C#/.NET/.NET Core优秀项目框架推荐', '为什么最近每份 Android 简历都说 “熟悉 MQTT 协议”？', 'aardio + .NET 快速开发独立 EXE 程序，可防 ILSpy 反编译', 'React版/Vue版都齐了，开源一套【特别】的后台管理系统...', '如何在 C# 程序中注入恶意 DLL?', '有意思的水平横向溢出滚动', '使用 MAUI 在 Windows 和 Linux 上绘制 PPT 的图表', 'CPU流水线与指令乱序执行', '2021 个人年度小结']","['被赶下班车的外包人', '微软全力拥抱 Java ！', '支付宝和张三的十年战争', '华为Mate 50发布会总结：3个黑科技，售价5千起，关键时刻还能救命', '妙！苹果把iPhone 14 Pro的槽点做成了最大亮点', '慎点！日本人把小强改造成这样，顺手还发了篇Nature子刊', '软件社区中的“沉默的大多数”', '曝长江存储被苹果纳入供应链：iPhone 14有望用上国产闪存', '我国首个纯太阳能无人机首飞成功！飞行高度2万，相当于“伪卫星”', '安卓输得太彻底，iPhone首次拿下过半市场份额！', '量子材料中首次发现数千原子纠缠', '我国发现月球新矿物——嫦娥石']","['why技术', '葡萄城技术团队', 'crossoverJie', '追逐时光者', '彭旭锐', 'aardio', 'hiisea', '一线码农', 'ChokCoco', 'lindexi', '蝉沐风', '之一Yo']"
https://www.cnblogs.com/cmt/p/16657056.html,上周热点回顾（8.29-9.4）,2022-09-05 09:56,"['.NET 7 性能改进 -- 至今为止最快的.NET平台', '一次服务器被入侵的处理过程分享', '踩坑了！0作为除数，不一定会抛出异常！', 'BI如何实现用户身份集成自定义安全程序开发', '[开源精品] C#.NET im 聊天通讯架构设计 -- FreeIM 支持集群、职责分明、高性能', '基于开源方案构建统一的文件在线预览与office协同编辑平台的架构与实现历程', '基于ASP.NET Core 6.0的整洁架构', '刘亦菲生日当天，引发了我对正则的思考', '踩坑 Windows 服务来宿主 .NET 程序', '基于Vue的前端UI组件库的比对和选型', '《HelloGitHub》第 77 期', '技术基建如何降本增效——云迁移']","['中国空间站种出了水稻', '微软有史以来最重的软件：超过 18 公斤', '去掉jQuery后，我们的网站性能起飞，速度快了 17%', '英伟达挖矿史：“把这一代最优秀的工程师聚在一起，然后研究挖比特币”', '油管博主给蛇做了套义肢，有三千万人在线围观', '完了，这些良心国产App，全要被凉凉', '数学天才柳智宇：奥数冠军、保送北大，出家为僧9年终于还俗', '全球最强智算来了：12000000000000000000（别数了18个0）FLOPS', 'JavaScript框架大战已结束，赢家只有一个', '“在所有事情上打败所有人”，微软多模态新作横扫12类任务', '谢邀，原地失业！上交大佬刚到新加坡，就被虾皮取消了offer', 'GitHub 将关闭 Trending 热榜，开发者不答应']","['张善友', '自由早晚乱余生', 'why技术', '葡萄城技术团队', 'FreeSql', '架构悟道', '张飞洪[厦门]', 'Coder小明', 'Agile.Zhou', '张飞洪[厦门]', '削微寒', '叶小钗']"
https://www.cnblogs.com/cmt/p/16634970.html,上周热点回顾（8.22-8.28）,2022-08-29 10:12,"['拒绝加班:巧用前端电子表格中构建公式树', '被一个问题卡了近两天，下班后我哭了......', '一个奇葩的线上问题，导致我排查了一天', '[开源内卷] .NET 定时任务 -- FreeScheduler 支持 cron、持久化、可变定时设置', '基于 .NET 6 的轻量级 Webapi 框架 FastEndpoints', '在 C# 中使用 Span<T> 和 Memory<T> 编写高性能代码', 'ASP.NET Core 6框架揭秘实例演示[33]：异常处理高阶用法', '妙啊！纯 CSS 实现拼图游戏', '如何使用.NET 6的IHostedService和BackgroundService？', '.NET 纯原生实现 Cron 定时任务执行，未依赖第三方组件', '每个开发人员都应该关注的7个优秀的GitHub仓库', '对于程序员来说，怎样才算是在写有“技术含量”的代码？']","['上网套餐太辣鸡，老哥花98万自建光纤网络，承包村里70户居民上网', '任正非“定调”华为未来三年：首先活下来 缩减关闭不产生价值和利润的业务', '「黑悟空」实机演示炸裂登场，英伟达大秀光追技术', '现年80岁的Unix大神还在修复AWK代码', '人造胚胎竟成功培育出大脑和心脏！Nature还没排版就急忙发表', '任正非喜欢反着来', '消失的大厂福利：不致命，但很难受', '回乡下种地的年轻人：治愈了，也迷茫了', '科学家提出液晶计算机新构想', 'Visual Studio 2022 17.4 Preview 1 发布', '美国抄中国算借鉴？中国团队「CVPR剽窃案」控诉无果，IBM被判无罪', '苹果官宣发“前瞻性”大招？iPhone14 来了，还有One More Thing']","['葡萄城技术团队', '久曲健', '艾小仙', 'FreeSql', 'SpringLeee', '痴者工良', 'Artech', 'ChokCoco', '张飞洪[厦门]', '张晓栋', '愚生浅末', 'why技术']"
https://www.cnblogs.com/cmt/p/16611865.html,上周热点回顾（8.15-8.21）,2022-08-22 10:01,"['Vuex与前端表格施展“组合拳”，实现大屏展示应用的交互增强', '如何开发一款基于 vite+vue3 的在线表格系统（下）', '.NET性能优化-快速遍历List集合', '[博客园首发] 写连载博客，历时1410天出版书籍《物联网软件架构设计与实现》', '.NET 7 发布的最后一个预览版Preview 7， 下个月发布RC', '架构与思维：互联网高性能Web架构', '千万不要在方法上打断点！有坑！', '在.NET 6.0中使用不同的托管模型', '高并发之网络IO模型', '（原创）【MAUI】在窗口（页面）关闭后获取其返回值', '慢SQL，压垮团队的最后一根稻草！', '[跨数据库、微服务] FreeSql 分布式事务 TCC/Saga 编排重要性']","['净利暴降84%的网红小牛电动，原形毕露的互联网思维已无人买单?', '花31万元重新设计网站后，我后悔了', '微软为 VS Code 推出 Markdown 语言服务器', '微软和 Canonical 宣布适用于 Ubuntu 22.04 LTS 的原生 .NET 6', '摸鱼有理：大脑一思考就在积累毒素，必须休息才能清除｜Cell子刊', '首个「真·赛博人类」！36岁小伙大脑插管7年多，打破世界记录', '腾讯 2022 年第二季度净利润 186 亿元，同比下滑 56%', '“利器”！中国创造相当于地球磁场90多万倍的磁场，有啥用？速看……', '普渡裁员始末：盲目扩张引发的商业败局', 'IOI前四再次被中国包揽！双满分夺金+团体第一，全员保送清华', '抖音+饿了么，美团大敌当前', '17岁高中生手搓发动机获50万大奖，天生工程爱好者已有60余项发明']","['葡萄城技术团队', '葡萄城技术团队', 'InCerry', 'iNeuOS工业互联网系统', '张善友', '翁智华', 'why技术', '张飞洪[厦门]', 'ErnestEvan', 'leslie_xin', '程序员志哥', 'FreeSql']"
https://www.cnblogs.com/cmt/p/16587220.html,上周热点回顾（8.8-8.14）,2022-08-15 09:54,"['如何在BI中增加“路线地图”并进行数据分析？', '程序员的悲哀', '学长告诉我，大厂MySQL都是通过SSH连接的', '【Maui正式版】创建可跨平台的Maui程序，以及有关依赖注入、MVVM双向绑定的实现和演示', 'FreeSql 将 Saas 租户方案精简到极致[.NET ORM SAAS]', '解决ASP.NET Core在Task中使用IServiceProvider的问题', '（原创）[C#] GDI+ 之鼠标交互：原理、示例、一步步深入、性能优化', '使用 CSS 构建强大且酷炫的粒子动画', '十年架构五年生活-08 第一次背锅', '老板加薪！看我做的WPF Loading！！！', '都说Dapper性能好，突然就遇到个坑，还是个性能问题', 'ASP.NET Core 6框架揭秘实例演示[32]：错误页面的N种呈现方式']","['代码臃肿已成常态：99% 计算机资源都被浪费掉了', 'JSON 之父：JavaScript 已非常复杂，我们能做的最好的事情就是让它退役', '新冠病毒复制重要机制发现', '「2022年度演讲全文」雷军：穿越人生低谷的感悟', '鹅厂机器狗花式穿越10m梅花桩，全程不打一个趔趄', '900页论文证明旋转的黑洞不会爆炸，丘成桐：广义相对论重大突破', '俞敏洪：年轻人，不要浪费时间追逐无效关系', 'Go 1.19 开始原生支持 LoongArch 架构', '我的开源代码被大公司盗用后：有人承认，有人让我滚', '何同学再引爆B站！「会自己打字的键盘」连登热搜第一', '中年大佬，正在排队上俞敏洪的直播间', 'TIOBE 编程语言排行榜被 “喷”']","['葡萄城技术团队', '林子er', '咔咔-', 'WeskyNet', 'FreeSql', 'yi念之间', 'leslie_xin', 'ChokCoco', '月夜烛峰', '驚鏵', '秋荷雨翔', 'Artech']"
https://www.cnblogs.com/cmt/p/16560827.html,上周热点回顾（8.1-8.7）,2022-08-08 10:04,"['基于 Next.js实现在线Excel', '不安装运行时运行.NET程序', '.NET性能优化-使用SourceGenerator-Logger记录日志', '千万级别的表分页查询非常慢，怎么办？', '使用前端技术实现静态图片局部流动效果 🌊', 'ASP.NET Core 6框架揭秘实例演示[31]：路由高阶用法', 'Taurus.MVC V3.0.3 微服务开源框架发布：让.NET 架构在大并发的演进过程更简单。', '前端构建效率优化之路', '明明加了唯一索引，为什么还是产生了重复数据？', '.NET静态代码织入——肉夹馍（Rougamo） 发布1.1.0', '使用.NET简单实现一个Redis的高性能克隆版（一）', '工业制造行业的低代码开发平台思维架构图']","['28岁程序员的逃跑计划，从送外卖开始', '第六次起火事故！这款新能源车成了“500万以内最好的火烤机架”', '打工人为什么会集体落入“狗屎工作”陷阱？', '在北极都可以穿短袖了，温度飙升至32.5℃', '大众版暗网？闲鱼上的暗语你都懂吗', '互联网大厂再砍福利：免费食堂逐渐成为过去，连桶装水都更便宜了', '“复活”猪脑后又突破？猪死亡后1小时重要器官功能可被恢复', '人类有可能穿越未来？这位“90后”物理博士后周思益冲上热搜', '中国商飞宣布C919完成取证试飞，距离商业运营还有多久', '靠过河拆桥，印度就能超越中国？', '遗体被切成27000片，每片63微米，可视数字人项目到底怎么回事？', '马天宇吐槽携程大数据杀熟，再次考验平台信任度']","['葡萄城技术团队', 'Agile.Zhou', 'InCerry', '程序员志哥', 'Dragonir', 'Artech', '路过秋天', 'ChokCoco', '苏三说技术', 'nigture', 'InCerry', '路过秋天']"
https://www.cnblogs.com/cmt/p/16539235.html,上周热点回顾（7.25-7.31）,2022-08-01 10:17,"['手把手带你实现基于 Vite+Vue3 的在线Excel表格系统', '使用Three.js实现炫酷的赛博朋克风格3D数字地球大屏 🌐', '微信安装包从0.5M暴涨到260M，为什么我们的程序越来越大？', '说透缓存一致性与内存屏障', '为什么Java有GC调优而没听说过有CLR的GC调优？', '低代码是开发的未来吗？浅谈低代码平台', '十年架构五年生活-06 离职的冲动', '.net6与英雄联盟邂逅之——根据官方LCU API制作游戏助手', 'SQL Server、MySQL主从搭建，EF Core读写分离代码实现', '记一次 .NET 某智慧物流 WCS系统 CPU 爆高分析', '造！又有新的生产力语言了「GitHub 热点速览 v.22.30」', '如何创建一个带诊断工具的.NET镜像']","['问天实验舱对接成功，为何用时约13个小时，几乎比平时多一倍？', '鸿蒙系统第三次大更新，华为正式打响网约车服务战', 'HarmonyOS 3正式发布，6大特性，9月规模升级', '“争夺”Linux：华为是最大内核贡献者，美国想把它“控制”起来', '真没想到美版知乎上居然有这个问题： 中国空间站为什么只用中文', '顶级创客花 108 天打了个字 稚晖君做了一把模块化机械键盘', '蓝光危害会随着年龄增长而加重', '首个DNA材料制成的纳米马达面世', '千年一瞬，兵马俑竟眨眼了！外国小哥用AI复原了他', '打工人羡慕！乐视又整活：App图标炫耀4.5天工作日', '脑机接口新发现！原来人真的能在睡梦中学习', '中国手机大厂确认：团队撤出印度！原因“众所周知”']","['葡萄城技术团队', 'Dragonir', '启明星工作室', '蝉沐风', 'InCerry', '又拍云', '月夜烛峰', '.NET有点帅', '包子wxl', '一线码农', '削微寒', 'InCerry']"
https://www.cnblogs.com/cmt/p/16516435.html,上周热点回顾（7.18-7.24）,2022-07-25 10:01,"['聊一聊 C# 后台GC 到底是怎么回事？', '从工程师到技术leader思维升级', '超酷炫的转场动画？CSS 轻松拿下！\xa0', '我有 7种 实现web实时消息推送的方案，7种！', '从全局角度，如何设计一个秒杀系统？', '程序员健康防猝指南3：健康保健', '基于ABP实现DDD--领域服务、应用服务和DTO实践', '来阿里一年后我迎来了第一次工作变动....', '十年架构五年生活-03作为技术组长的困扰', '技术管理进阶——团队一盘散沙，怎么破？', '分享一个基于Abp Vnext开发的API网关项目', '十年架构五年生活-02第一份工作']","['B站自曝去年服务器大崩溃原因，写错一行代码', '中国程序员平均薪酬 23790 美元，上榜全球开发者薪酬最低国家名单', '中芯国际开始批量生产7纳米芯片', '它们制造了地球20%的氧气，但如今正在死去', '上市一个月后，龙芯自研GPU首度亮相', '《自然》重磅：把“癌王”逆转成囊肿？！科学家可能找到了关键的钥匙', '又一废话中文编程力作，UP主「三姑六婆计算器」登B站热搜！', '余晟：欢迎来到0 day的黑暗丛林', '出来混是要还的！谷歌断供了华为的GMS服务，如今尝苦果', '柯洁摆烂玩游戏，也不下围棋了？', 'Microsoft Teams 全球大瘫痪...', '广东某企业推出穿戴式空调，尊享版12888，网友：索尼只要289刀']","['一线码农', '温一壶清酒', 'ChokCoco', '程序员小富', '陈树义', '安木夕', '阿升1990', '敖丙', '月夜烛峰', '叶小钗', '喻平勇', '月夜烛峰']"
